id,decision,status,objective,candidateObjective,mapping,originalDomain,domain,question,reason,reference,reviewedAt
"823","conservar_revisada","verified","4.4","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","A JSON document is stored in the source_column of type VARIANT. The document has an array called elements. The array contains the name key that has a string value. How can a Snowflake user extract the name from the first element?","Enunciado, opciones y clave contrastados; explicación revisada.","https://docs.snowflake.com/en/user-guide/querying-semistructured","2026-09-23"
"824","conservar_revisada","verified","4.4","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Which function should be used to insert JSON formatted string data into a VARIANT field?","Enunciado, opciones y clave contrastados; explicación revisada.","https://docs.snowflake.com/en/sql-reference/functions/parse_json","2026-09-23"
"825","conservar_revisada","verified","1.4","","editorial","Gestion de cuenta y Gobernanza","Arquitectura y Data Cloud","Which permission on a Snowflake virtual warehouse allows the role to resize the warehouse?","Enunciado, opciones y clave contrastados; explicación revisada.","https://docs.snowflake.com/en/sql-reference/sql/alter-warehouse","2026-09-23"
"826","apartar","quarantine","","2.2","provisional","Colaboracion y Proteccion de datos","Gestion de cuenta y Gobernanza","What is it called when a customer managed key is combined with a Snowflake managed key to create a composite key for encryption?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/security-encryption-manage#tri-secret-secure",""
"827","archivar","archived","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What is the COPY INTO command option default for unloading data into multiple files?","Repite la habilidad y respuesta de la pregunta contrastada 230, sin aportar un escenario sustancialmente distinto. Se conserva el original.","https://docs.snowflake.com/en/sql-reference/sql/copy-into-location.html","2026-09-23"
"828","apartar","quarantine","","2.3","provisional","Rendimiento, Consultas y Transformacion","Gestion de cuenta y Gobernanza","A size 3X-Large multi-cluster warehouse runs one cluster for one full hour and then runs two clusters for the next full hour. What would be the total number of credits billed?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/credits.html",""
"829","apartar","quarantine","","1.4","provisional","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","What is the impact of increasing the number of concurrent users on a Snowflake virtual warehouse?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/warehouses-multicluster",""
"830","archivar","archived","","5.1","provisional","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","By default, how long is the standard retention period for Time Travel across all Snowflake accounts?","Repite la habilidad y respuesta de la pregunta contrastada 266, sin aportar un escenario sustancialmente distinto. Se conserva el original.","https://docs.snowflake.com/en/user-guide/data-time-travel.html","2026-09-23"
"831","conservar_revisada","verified","4.2","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","What type of query will benefit from the query acceleration service?","Enunciado, opciones y clave contrastados; explicación revisada.","https://docs.snowflake.com/en/user-guide/query-acceleration-service","2026-09-23"
"832","corregir","verified","4.2","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","How does search optimization help skip irrelevant micro-partitions?","Acotado o corregido el contenido para evitar ambigüedad; alternativas y explicación contrastadas.","https://docs.snowflake.com/en/user-guide/search-optimization-service","2026-09-23"
"833","corregir","verified","1.4","","editorial","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","An eligible warehouse has recurring concurrency queues. Which change adds independent clusters rather than more resources to one cluster?","Acotado o corregido el contenido para evitar ambigüedad; alternativas y explicación contrastadas.","https://docs.snowflake.com/en/user-guide/warehouses-multicluster","2026-09-23"
"834","apartar","quarantine","","1.2","provisional","Arquitectura y Data Cloud","Arquitectura y Data Cloud","What are characteristics of Snowsight worksheets? (Choose two.)","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/ui-snowsight-worksheets-gs",""
"835","apartar","quarantine","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What are reasons for using the VALIDATE function in Snowflake after a COPY INTO command execution? (Choose two.)","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/sql-reference/functions/validate",""
"836","conservar_revisada","verified","3.1","","editorial","Colaboracion y Proteccion de datos","Carga, Descarga y Conectividad","Which types of URLs are provided by Snowflake to access unstructured data files? (Choose two).","Enunciado, opciones y clave contrastados; explicación revisada.","https://docs.snowflake.com/en/user-guide/unstructured-intro","2026-09-23"
"837","conservar_revisada","verified","4.4","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Which query will return a sample of a table with 1000 rows named testtable, in which each row has a 10% probability of being included in the sample?","Enunciado, opciones y clave contrastados; explicación revisada.","https://docs.snowflake.com/en/sql-reference/constructs/sample","2026-09-23"
"838","apartar","quarantine","","5.3","provisional","Gestion de cuenta y Gobernanza","Colaboracion y Proteccion de datos","Which system function can be used to manage access to the data in a share and display certain data only to paying customers?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://other-docs.snowflake.com/en/collaboration/provider-listings-preparing#preparing-shares-for-a-paid-listing",""
"839","apartar","quarantine","","2.3","provisional","Colaboracion y Proteccion de datos","Gestion de cuenta y Gobernanza","Which Snowflake object does not consume any storage costs?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/views-secure.html",""
"840","apartar","quarantine","","4.4","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","What does the LATERAL modifier for the FLATTEN function do?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/querying-semistructured#using-the-flatten-function-to-parse-arrays",""
"841","corregir","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What does VALIDATION_MODE=RETURN_ROWS do in COPY INTO a location?","Acotado o corregido el contenido para evitar ambigüedad; alternativas y explicación contrastadas.","https://docs.snowflake.com/en/sql-reference/sql/copy-into-location","2026-09-23"
"842","archivar","archived","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","What role in Snowflake separates the management of users and roles from the management of all grants?","Repite la habilidad y respuesta de la pregunta contrastada 4, sin aportar un escenario sustancialmente distinto. Se conserva el original.","https://docs.snowflake.com/en/user-guide/security-access-control-overview","2026-09-23"
"843","archivar","archived","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which command will unload data from a table into an external stage?","Repite la habilidad y respuesta de la pregunta contrastada 584, sin aportar un escenario sustancialmente distinto. Se conserva el original.","https://docs.snowflake.com/en/sql-reference/sql/copy-into-location.html","2026-09-23"
"844","apartar","quarantine","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Why is a federated environment used for user authentication in Snowflake?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/admin-security-fed-auth-overview",""
"845","conservar_revisada","verified","1.4","","editorial","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","What will happen if a Snowflake user increases the size of a suspended virtual warehouse?","Enunciado, opciones y clave contrastados; explicación revisada.","https://docs.snowflake.com/en/user-guide/warehouses-tasks","2026-09-23"
"846","conservar_revisada","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","The VALIDATE table function has which parameter as an input argument for a Snowflake user?","Enunciado, opciones y clave contrastados; explicación revisada.","https://docs.snowflake.com/en/sql-reference/functions/validate","2026-09-23"
